po_id,supplier_id,supplier_name,supplier_country,material_category,material_criticality,order_date,promised_delivery_date,quantity_ordered,unit_price_usd,order_value_usd,payment_terms,shipping_method,distance_km,supplier_lead_time_avg_days,supplier_otd_rate_historical_pct,supplier_active_pos_count,is_peak_season,actual_delivery_date,delay_days,goods_receipt_status,is_late
PO-2024-001637,SUP-036,Supplier Generic 36,Indonesia,Raw Material,Low,2024-06-10,2024-06-12,628,16.58,10412.24,Net 90,Land,388.7,3.4,40.0,8,0,2024-06-25,13,Complete,1
PO-2024-000136,SUP-041,Supplier Generic 41, China ,Component,Medium,2024-02-23,2024-03-17,1581,21.56,34086.36,Net 30,Sea,3388.4,18.1,43.3,7,0,2024-03-27,10,Pending,1
PO-2024-002272,SUP-040,Supplier Generic 40,Japan,Packaging,Low,2024-04-22,2024-05-19,256,24.85,6361.6,Net 30,Sea,5532.3,17.0,67.4,3,1,2024-05-16,-3,Complete,0
PO-2024-000212,SUP-016,PT Cahaya Logistik Industri,Indonesia,MRO,Low,2024-01-11,2024-01-23,327,3.38,1105.26,Net 30,Courier,348.8,10.2,67.7,9,0,2024-01-22,-1,Complete,0
PO-2024-001782,SUP-045,Supplier Generic 45,South Korea,MRO,Medium,2024-11-28,2024-12-27,929,7.83,7274.07,Net 30,Sea,4590.1,22.5,72.4,1,1,2025-01-07,11,Complete,1
PO-2024-000275,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Component,Low,2024-08-16,2024-08-21,660,3.03,1999.8,Net 30,Land ,366.2,6.3,51.1,4,0,2024-08-19,-2,Complete,0
PO-2024-000089,SUP-037,Supplier Generic 37,Indonesia,MRO,Medium,2024-07-07,2024-07-15,794,20.12,15975.28,COD,Land ,363.3,9.5,88.9,3,0,2024-07-13,-2,Complete,0
PO-2024-000751,SUP-032,Supplier Generic 32,India,Component,Low,2024-06-14,2024-07-01,199,12.35,2457.65,Net 60,Air,5611.4,19.2,90.1,4,0,2024-06-30,-1,Complete,0
PO-2024-001778,SUP-031,Supplier Generic 31,USA,Component,Medium,2024-07-10,2024-08-14,631,6.41,4044.71,Net 30,Sea,17294.9,30.5,89.8,10,0,2024-08-13,-1,Complete,0
PO-2024-002469,SUP-032,Supplier Generic 32,India,Component,Low,2024-10-28,2024-11-20,3441,5.7,19613.7,Net 60,Sea,5484.2,19.2,90.1,4,0,2024-11-20,0,Complete,0
PO-2024-001789,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Medium,2024-05-08,2024-05-30,1139,,,Net 30,Sea,2210.2,14.9,,6,0,2024-05-29,-1,Complete,0
PO-2024-000262,SUP-029,Supplier Generic 29,indonesia,Packaging,Medium,2024-08-18,2024-08-25,168,9.95,1671.6,Net 90,Courier,353.6,8.5,40.0,5,0,2024-08-30,5,Complete,1
PO-2024-001429,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Packaging,Low,2024-06-13,2024-07-08,713,4.8,3422.4,Net 60,Sea,4800.1,24.2,59.8,6,0,2024-07-06,-2,Complete,0
PO-2024-001611,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Packaging,High,2024-10-07,2024-10-18,5757,8.57,49337.49,Net 30,Land,304.0,6.3,51.1,7,0,2024-10-29,11,Partial,1
PO-2024-000104,SUP-050,Supplier Generic 50,Indonesia,Raw Material,Medium,2024-06-11,2024-06-14,529,22.6,11955.4,Net 30,Land,353.6,6.2,78.9,7,0,2024-06-14,0,Complete,0
PO-2024-000927,SUP-023,Supplier Generic 23,India,Packaging,High,2024-12-28,2025-01-18,682,29.98,20446.36,COD,Sea,4708.6,17.2,48.9,9,1,2025-01-16,-2,Complete,0
PO-2024-002040,SUP-044,Supplier Generic 44,China,Raw Material,Low,2024-07-29,2024-08-21,1568,15.0,23520.0,Net 60,Sea,3094.9,18.9,76.0,5,0,2024-08-29,8,Complete,1
PO-2024-000366,SUP-050,Supplier Generic 50,Indonesia,MRO,Low,2024-06-28,2024-07-03,562,7.99,4490.38,Net 30,Courier,395.9,6.2,78.9,10,0,2024-07-03,0,Complete,0
PO-2024-000045,SUP-009,Hanoi Component Supply,Indonesia,Packaging,Low,2024-02-23,2024-02-29,1101,6.96,7662.96,COD,Courier,351.5,7.6,90.8,9,0,2024-02-26,-3,Complete,0
PO-2024-000309,SUP-042,Supplier Generic 42,South Korea,MRO,Low,2024-08-27,2024-09-14,2334,7.72,18018.48,Net 90,Sea,5102.2,15.4,64.2,6,0,2024-09-14,0,Complete,0
PO-2024-000449,SUP-026,Supplier Generic 26,Indonesia,Raw Material,Low,2024-05-24,2024-05-26,111,11.46,1272.06,Net 30,Courier,343.1,2.0,83.4,10,0,2024-05-29,3,Complete,1
PO-2024-000572,SUP-012,Seoul Alloy Industries,Malaysia,Packaging,Low,2024-01-06,2024-01-17,1306,2.3,3003.8,Net 90,Sea,2086.1,6.8,96.6,2,0,2024-01-15,-2,Complete,0
PO-2024-002426,SUP-021,Supplier Generic 21,USA,Raw Material,Medium,2024-07-21,2024-08-21,928,7.89,7321.92,Net 90,Sea,14789.1,27.5,76.2,9,0,2024-08-18,-3,Complete,0
PO-2024-001173,SUP-004,PT Karya Plastik Sejahtera,Japan,Packaging,High,2024-06-04,2024-06-20,326,28.54,9304.04,Net 30,Air,4831.8,18.9,59.3,7,0,2024-07-02,12,Complete,1
PO-2024-000834,SUP-001,PT Sinar Logam Jaya,South Korea,Raw Material,Medium,2024-01-09,2024-02-02,885,12.62,11168.7,Net 60,Sea,4919.4,18.3,85.9,2,0,2024-02-02,0,Partial,0
PO-2024-000942,SUP-044,Supplier Generic 44,China,Packaging,Medium,2024-02-13,2024-03-07,332,13.17,4372.44,Net 60,Sea,3299.2,18.9,76.0,9,0,2024-03-07,0,Complete,0
PO-2024-000063,SUP-014,Chennai Steel Works,South Korea,MRO,Low,2024-01-31,2024-02-20,1348,11.48,15475.04,Net 90,Air,4607.1,22.9,73.9,3,0,2024-02-20,0,Complete,0
PO-2024-000987,SUP-035,Supplier Generic 35,China,Component,Medium,2024-04-06,2024-04-28,328,25.96,8514.88,,Sea,3337.6,14.5,80.7,7,1,2024-05-10,12,Complete,1
PO-2024-001864,SUP-029,Supplier Generic 29,Indonesia,Component,Medium,2024-03-23,2024-04-03,303,16.43,4978.29,Net 30,Courier,398.8,8.5,40.0,11,1,2024-04-02,-1,Complete,0
PO-2024-002202,SUP-048,Supplier Generic 48,Indonesia,MRO,Medium,2024-08-07,2024-08-12,483,10.27,4960.41,Net 90,Land,308.3,5.9,96.4,2,0,2024-08-12,0,Complete,0
PO-2024-001738,SUP-024,Supplier Generic 24,Thailand,Component,Low,2024-10-11,2024-10-30,213,36.12,7693.56,Net 30,Sea,2309.8,11.9,99.0,7,0,2024-10-29,-1,Complete,0
PO-2024-001308,SUP-030,Supplier Generic 30,Japan,MRO,Medium,2024-09-23,2024-10-07,520,49.76,25875.2,COD,Air,7012.3,22.3,78.3,10,0,2024-10-07,0,Complete,0
PO-2024-001702,SUP-014,Chennai Steel Works,South Korea,Raw Material,High,2024-09-13,2024-10-11,375,7.81,2928.75,Net 30,Sea,5566.8,22.9,73.9,5,0,2024-10-09,-2,Complete,0
PO-2024-001167,SUP-009,Hanoi Component Supply, Indonesia ,Raw Material,Medium,2024-02-02,2024-02-12,274,12.99,3559.26,Net 60,Land,346.9,7.6,90.8,8,0,2024-02-23,11,Partial,1
PO-2024-000630,SUP-050,Supplier Generic 50,Indonesia,Raw Material,High,2024-09-14,2024-09-19,419,4.88,2044.72,Net 30,Courier,330.1,6.2,78.9,7,0,2024-09-16,-3,Complete,0
PO-2024-002002,SUP-035,Supplier Generic 35,China,Packaging,Medium,2024-05-22,2024-06-11,1143,9.8,11201.4,COD,Sea,3536.1,14.5,80.7,1,0,2024-06-11,0,Complete,0
PO-2024-002261,SUP-025,Supplier Generic 25,South Korea,MRO,Low,2024-06-17,2024-07-12,933,31.5,29389.5,Net 60,Sea,5351.3,22.0,76.1,5,0,2024-07-11,-1,Complete,0
PO-2024-002271,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-12-24,2025-01-06,676,18.16,12276.16,Net 90,Air,3479.4,19.9,70.2,5,1,2025-01-03,-3,Complete,0
PO-2024-001975,SUP-037,Supplier Generic 37,Indonesia,MRO,Low,2024-05-21,2024-05-25,111,25.85,2869.35,Net 60,Land,385.0,9.5,88.9,5,0,2024-05-23,-2,Complete,0
PO-2024-000824,SUP-032,Supplier Generic 32,India,Raw Material,Medium,2024-07-23,2024-08-11,1047,,,Net 60,Sea,5355.6,19.2,90.1,9,0,2024-08-10,-1,Complete,0
PO-2024-001733,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Medium,2024-09-26,2024-09-28,315,11.08,3490.2,Net 60,Land,294.3,2.9,79.9,6,0,2024-10-03,5,Complete,1
PO-2024-001282,SUP-050,Supplier Generic 50,Indonesia,Packaging,Medium,2024-09-25,2024-10-04,597,3.83,2286.51,Net 30,Land,330.7,6.2,78.9,9,0,2024-10-02,-2,Complete,0
PO-2024-000160,SUP-026,Supplier Generic 26,Indonesia,Raw Material,Low,2024-08-25,2024-08-27,77,14.77,1137.29,Net 60,Courier,332.5,2.0,83.4,5,0,2024-08-27,0,Complete,0
PO-2024-000740,SUP-004,PT Karya Plastik Sejahtera,Japan,Packaging,Low,2024-08-17,2024-09-10,2659,39.36,104658.24,Net 30,Sea,6700.6,18.9,59.3,6,0,2024-09-10,0,Complete,0
PO-2024-002156,SUP-049,Supplier Generic 49,Japan,MRO,Low,2024-05-25,2024-06-19,597,11.06,6602.82,Net 30,Sea,5587.6,20.2,40.0,6,0,2024-06-26,7,Complete,1
PO-2024-001914,SUP-002,PT Mitra Komponen Nusantara,China,Component,Medium,2024-09-15,2024-10-06,102,7.46,760.92,Net 60,Sea ,3082.9,18.5,59.4,4,0,2024-10-06,0,Complete,0
PO-2024-001460,SUP-039,Supplier Generic 39,Indonesia,MRO,Low,2024-02-05,2024-02-10,197,34.08,6713.76,Net 60,Land,336.3,2.9,79.9,2,0,2024-02-10,0,Complete,0
PO-2024-000084,SUP-023,Supplier Generic 23,India,Raw Material,Low,2024-03-08,2024-03-23,1393,4.81,6700.33,Net 30,Air,4547.3,17.2,48.9,5,1,2024-03-22,-1,Complete,0
PO-2024-002355,SUP-022,Supplier Generic 22,China,Raw Material,Low,2024-12-28,2025-01-14,702,,,Net 60,Air,3264.5,17.1,99.0,3,1,2025-01-14,0,Complete,0
PO-2024-000428,SUP-043,Supplier Generic 43,Japan,Component,Medium,2024-02-08,2024-02-20,176,2.87,505.12,Net 30,Air,5667.2,18.0,63.2,8,0,2024-02-19,-1,Complete,0
PO-2024-000290,SUP-047,Supplier Generic 47,China,Raw Material,High,2024-08-04,2024-08-14,1251,9.59,11997.09,Net 30,Sea ,2348.2,11.1,49.4,6,0,2024-08-25,11,Complete,1
PO-2024-002249,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-07-25,2024-08-03,1085,5.5,5967.5,Net 60,Courier,378.0,9.5,88.9,6,0,2024-08-02,-1,Complete,0
PO-2024-001198,SUP-039,Supplier Generic 39,Indonesia,Raw Material,High,2024-11-21,2024-11-23,1101,7.39,8136.39,Net 60,Land ,357.8,2.9,79.9,8,1,2024-11-20,-3,Complete,0
PO-2024-000770,SUP-044,Supplier Generic 44,China,MRO,Low,2024-07-20,2024-08-10,301,-16.49,4963.49,Net 90,Sea,3106.5,18.9,76.0,4,0,2024-08-23,13,Complete,1
PO-2024-000402,SUP-030,Supplier Generic 30,Japan,MRO,High,2024-11-23,2024-12-13,1923,10.73,20633.79,Net 30,Air,6130.7,22.3,78.3,5,1,2024-12-12,-1,Complete,0
PO-2024-000619,SUP-027,Supplier Generic 27,China,Packaging,Low,2024-06-17,2024-07-12,1005,8.81,8854.05,Net 60,Sea,3139.3,20.3,50.7,11,0,2024-07-10,-2,Complete,0
PO-2024-001091,SUP-001,PT Sinar Logam Jaya,South Korea,Packaging,Medium,2024-09-02,2024-09-15,4816,4.23,20371.68,Net 60,Air,5556.1,18.3,85.9,5,0,2024-09-15,0,Complete,0
PO-2024-001596,SUP-004,PT Karya Plastik Sejahtera,Japan,Raw Material,Medium,2024-01-13,2024-02-02,655,4.24,2777.2,Net 90,Sea,6282.3,18.9,59.3,3,0,2024-02-15,13,Partial,1
PO-2024-000280,SUP-032,Supplier Generic 32,India,Raw Material,High,2024-12-12,2024-12-27,222,17.09,3793.98,Net 60,Air,5687.5,19.2,90.1,2,1,2024-12-26,-1,Complete,0
PO-2024-002353,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Medium,2024-02-13,2024-03-06,6916,8.18,56572.88,COD,Sea,5921.2,14.4,61.0,7,0,2024-03-03,-3,Complete,0
PO-2024-000723,SUP-016,PT Cahaya Logistik Industri,Indonesia,MRO,Low,2024-11-19,2024-11-28,205,43.46,8909.3,Net 30,Land,398.7,10.2,67.7,9,1,2024-11-27,-1,Complete,0
PO-2024-000596,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Raw Material,Medium,2024-06-06,2024-06-13,400,17.32,6928.0,Net 30,Courier,312.1,6.3,51.1,3,0,2024-06-12,-1,Complete,0
PO-2024-000970,SUP-027,Supplier Generic 27,China,Packaging,Low,2024-07-31,2024-08-17,467,13.99,6533.33,Net 30,Air,3170.3,20.3,50.7,3,0,2024-08-30,13,Complete,1
PO-2024-000977,SUP-033,Supplier Generic 33,China,Packaging,Low,2024-10-15,2024-10-26,1055,3.01,3175.55,Net 60,Air,3853.3,13.3,81.7,6,0,2024-10-27,1,Complete,1
PO-2024-000951,SUP-038,Supplier Generic 38,China,MRO,High,2024-12-29,2025-01-20,9794,32.84,321634.96,,Sea,3290.3,19.9,70.2,5,1,2025-01-19,-1,Complete,0
PO-2024-000176,SUP-036,Supplier Generic 36,Indonesia,Component,High,2024-02-01,2024-02-03,284,15.65,4444.6,Net 90,Land,352.4,3.4,40.0,7,0,2024-02-07,4,Complete,1
PO-2024-001675,SUP-023,Supplier Generic 23,India,Component,Low,2024-07-02,2024-07-24,120,10.64,1276.8,Net 90,Sea,4280.1,17.2,48.9,10,0,2024-07-25,1,Complete,1
PO-2024-001297,SUP-008,Shenzhen Precision Metals,South Korea,MRO,High,2024-04-14,2024-05-01,4483,10.68,47878.44,Net 60,Sea,5216.2,14.4,61.0,11,1,2024-04-30,-1,Complete,0
PO-2024-000989,SUP-046,Supplier Generic 46,South Korea,MRO,Medium,2024-12-03,2024-12-28,1594,24.48,39021.12,Net 30,Sea,5120.8,20.8,93.5,6,1,2024-12-25,-3,Complete,0
PO-2024-001366,SUP-005,PT Anugerah Kemasan,Indonesia,Raw Material,Low,2024-10-07,2024-10-10,1195,8.77,10480.15,Net 30,Land,322.4,2.0,98.1,3,0,2024-10-07,-3,Complete,0
PO-2024-000825,SUP-024,Supplier Generic 24,Thailand,Component,Medium,2024-01-02,2024-01-20,501,9.88,4949.88,Net 60,Sea,2309.0,11.9,99.0,3,0,2024-01-19,-1,Complete,0
PO-2024-000800,SUP-047,Supplier Generic 47,China,Component,High,2024-03-13,2024-04-03,969,29.58,28663.02,Net 90,Sea,2844.4,11.1,49.4,11,1,2024-04-11,8,Complete,1
PO-2024-001002,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,Low,2024-07-16,2024-08-13,955,15.97,15251.35,Net 30,Sea,5296.6,24.2,59.8,8,0,2024-08-21,8,Complete,1
PO-2024-002323,SUP-015,KL Electronic Parts,China,Component,Medium,2024-08-23,2024-09-19,539,7.39,3983.21,Net 30,Sea,3163.7,19.7,79.7,7,0,2024-09-17,-2,Complete,0
PO-2024-000888,SUP-016,PT Cahaya Logistik Industri, Indonesia ,Component,Low,2024-05-31,2024-06-09,1118,5.44,6081.92,Net 30,Courier,312.7,10.2,67.7,9,0,2024-06-06,-3,Complete,0
PO-2024-001822,SUP-025,Supplier Generic 25,South Korea,Component,Medium,2024-03-30,2024-04-28,1267,2.14,2711.38,Net 30,Sea,5066.1,22.0,76.1,5,1,2024-05-03,5,Complete,1
PO-2024-001706,SUP-038,Supplier Generic 38,China,MRO,Medium,2024-12-10,2025-01-01,510,13.65,6961.5,Net 90,Sea,3368.8,19.9,70.2,4,1,2024-12-31,-1,Complete,0
PO-2024-002493,SUP-022,Supplier Generic 22,China,Component,High,2024-05-05,2024-05-20,490,11.39,5581.1,Net 90,Air,3469.5,17.1,99.0,5,0,2024-05-19,-1,Complete,0
PO-2024-001615,SUP-004,PT Karya Plastik Sejahtera,Japan,MRO,Low,2024-08-20,2024-09-15,109,6.43,700.87,Net 60,Sea,6219.1,18.9,59.3,7,0,2024-09-13,-2,Complete,0
PO-2024-001578,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-04-05,2024-04-24,816,24.94,20351.04,Net 30,Air,3244.6,19.9,70.2,8,1,2024-04-27,3,Complete,1
PO-2024-001768,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Medium,2024-01-03,2024-01-27,910,17.97,16352.7,Net 30,Sea,2938.2,19.5,65.3,4,0,2024-01-24,-3,Complete,0
PO-2024-000410,SUP-043,Supplier Generic 43,Japan,MRO,Low,2024-09-24,2024-10-11,1623,33.85,54938.55,Net 90,Air ,6048.5,18.0,63.2,6,0,2024-10-24,13,Complete,1
PO-2024-000013,SUP-025,Supplier Generic 25,South Korea,Raw Material,Medium,2024-04-01,2024-04-20,97,17.84,1730.48,Net 30,Air,5199.7,22.0,76.1,5,1,2024-04-17,-3,Complete,0
PO-2024-000405,SUP-001,PT Sinar Logam Jaya,South Korea,Raw Material,High,2024-08-15,2024-09-08,1815,9.32,16915.8,COD,Sea,5046.6,18.3,85.9,8,0,2024-09-05,-3,Complete,0
PO-2024-001098,SUP-025,Supplier Generic 25,South Korea,Packaging,Medium,2024-01-13,2024-02-09,265,9.44,2501.6,Net 90,Sea,5259.5,22.0,76.1,4,0,2024-02-09,0,Complete,0
PO-2024-001220,SUP-009,Hanoi Component Supply,Indonesia,Component,High,2024-05-17,2024-05-26,80,18.37,1469.6,Net 60,Land,312.3,7.6,90.8,5,0,2024-05-25,-1,Complete,0
PO-2024-001210,SUP-007,Global Parts Co.,USA,Packaging,Low,2024-05-19,2024-06-19,876,72.31,63343.56,Net 30,Air,18130.8,30.2,59.5,6,0,2024-06-19,0,Complete,0
PO-2024-002189,SUP-033,Supplier Generic 33,China,Raw Material,Low,2024-11-22,2024-12-09,666,1.19,792.54,Net 60,Sea ,3436.9,13.3,81.7,3,1,2024-12-08,-1,Complete,0
PO-2024-002091,SUP-015,KL Electronic Parts,China,Raw Material,Low,2024-10-18,2024-11-14,1613,10.39,16759.07,Net 30,Sea,3484.8,19.7,79.7,7,0,2024-11-27,13,Complete,1
PO-2024-002361,SUP-006,PT Sumber Teknik Mandiri,India,Component,Low,2024-06-23,2024-07-15,358,17.89,6404.62,Net 90,Sea,4202.9,18.0,87.2,6,0,2024-07-15,0,Complete,0
PO-2024-000472,SUP-030,Supplier Generic 30,Japan,MRO,Low,2024-09-26,2024-10-13,1588,7.61,12084.68,COD,Air,5768.3,22.3,78.3,4,0,2024-10-12,-1,Complete,0
PO-2024-000539,SUP-033,Supplier Generic 33,China,Packaging,Low,2024-10-16,2024-11-03,636,33.1,21051.6,Net 90,Sea,3362.4,13.3,81.7,4,0,2024-11-02,-1,Complete,0
PO-2024-002287,SUP-047,Supplier Generic 47,China,Component,Medium,2024-12-25,2025-01-04,921,4.75,4374.75,Net 30,Air,3649.2,11.1,49.4,12,1,2025-01-02,-2,Complete,0
PO-2024-001131,SUP-021,Supplier Generic 21,USA,Component,Low,2024-01-31,2024-03-07,1865,21.04,39239.6,Net 90,Sea,17088.6,27.5,76.2,7,0,2024-03-08,1,Complete,1
PO-2024-000991,SUP-050,Supplier Generic 50,Indonesia,Component,Low,2024-01-29,2024-02-04,2613,31.83,83171.79,Net 30,Land,362.4,6.2,78.9,6,0,2024-02-04,0,Complete,0
PO-2024-001305,SUP-016,PT Cahaya Logistik Industri,Indonesia,MRO,Medium,2024-05-22,2024-06-05,1218,16.64,20267.52,Net 30,Land,315.7,10.2,67.7,8,0,2024-06-12,7,Complete,1
PO-2024-002463,SUP-011,Tokyo Machining Corp,CHINA,MRO,Low,2024-07-23,2024-08-16,564,1.95,1099.8,Net 60,Sea,2829.2,17.8,67.1,6,0,2024-08-15,-1,Partial,0
PO-2024-000875,SUP-037,Supplier Generic 37,INDONESIA,Raw Material,Low,2024-10-16,2024-10-22,1750,3.45,6037.5,Net 30,courier,346.2,9.5,88.9,6,0,2024-10-19,-3,Complete,0
PO-2024-000497,SUP-024,Supplier Generic 24,Thailand,Raw Material,Low,2024-08-08,2024-08-29,1526,37.25,56843.5,Net 60,Sea,2317.6,11.9,99.0,7,0,2024-08-26,-3,Complete,0
PO-2024-000312,SUP-015,KL Electronic Parts,China,Raw Material,High,2024-09-28,2024-10-21,402,5.61,2255.22,Net 30,Sea,3048.3,19.7,79.7,1,0,2024-10-28,7,Complete,1
PO-2024-000252,SUP-016,PT Cahaya Logistik Industri,Indonesia,Packaging,Medium,2024-09-08,2024-09-21,82,10.92,895.44,Net 60,Courier,400.7,10.2,67.7,9,0,2024-09-23,2,Complete,1
PO-2024-001315,SUP-028,Supplier Generic 28,Indonesia,Component,Low,2024-01-03,2024-01-12,1961,12.87,25238.07,Net 60,Land,340.2,4.4,83.4,2,0,2024-01-11,-1,Complete,0
PO-2024-001048,SUP-031,Supplier Generic 31,USA,Raw Material,Medium,2024-06-10,2024-07-12,876,7.63,6683.88,Net 30,sea,14390.2,30.5,89.8,8,0,2024-07-10,-2,Complete,0
PO-2024-000137,SUP-049,Supplier Generic 49,Japan,Component,Medium,2024-08-08,2024-08-24,48,8.29,397.92,COD,Air,5570.5,20.2,40.0,11,0,2024-08-21,-3,Complete,0
PO-2024-000648,SUP-011,Tokyo Machining Corp,China,MRO,Medium,2024-06-05,2024-06-29,116,15.11,1752.76,Net 30,Sea,3267.4,17.8,67.1,9,0,2024-06-26,-3,Complete,0
PO-2024-000585,SUP-038,Supplier Generic 38,China,Component,Medium,2024-02-14,2024-03-10,498,5.91,2943.18,COD,Sea,3524.5,19.9,70.2,6,0,2024-03-08,-2,Complete,0
PO-2024-000811,SUP-016,PT Cahaya Logistik Industri,Indonesia,Raw Material,Low,2024-03-30,2024-04-09,1289,23.05,29711.45,Net 30,Courier,349.9,10.2,67.7,3,1,2024-04-08,-1,Complete,0
PO-2024-000279,SUP-027,Supplier Generic 27,China,Raw Material,Medium,2024-04-13,2024-05-09,718,10.54,7567.72,Net 60,Sea,3097.1,20.3,50.7,6,1,2024-05-20,11,Complete,1
PO-2024-000360,SUP-009,Hanoi Component Supply,Indonesia,Packaging,High,2024-11-15,2024-11-24,3010,19.21,57822.1,Net 30,Land,387.1,7.6,90.8,5,1,2024-11-22,-2,Complete,0
PO-2024-001852,SUP-032,Supplier Generic 32,India,MRO,Low,2024-12-12,2025-01-06,199,9.05,1800.95,Net 30,Sea,5012.4,19.2,90.1,6,1,2025-01-04,-2,Complete,0
PO-2024-002054,SUP-048,Supplier Generic 48,Indonesia,Raw Material,Medium,2024-02-25,2024-03-03,2147,11.89,25527.83,Net 60,Land,342.3,5.9,96.4,7,0,2024-03-02,-1,Complete,0
PO-2024-001264,SUP-040,Supplier Generic 40,Japan,Raw Material,Low,2024-07-10,2024-07-30,1239,8.43,10444.77,Net 30,Sea,6136.8,17.0,67.4,5,0,2024-08-01,2,Complete,1
PO-2024-000351,SUP-047,Supplier Generic 47,China,Raw Material,Low,2024-04-27,2024-05-13,3268,12.94,42287.92,Net 60,Sea,3347.5,11.1,49.4,9,1,2024-05-11,-2,Complete,0
PO-2024-001519,SUP-030,Supplier Generic 30,Japan,Component,Medium,2024-11-11,2024-12-11,132,14.34,1892.88,Net 90,Sea,6002.9,22.3,78.3,11,1,2024-12-10,-1,Complete,0
PO-2024-001749,SUP-024,Supplier Generic 24,Thailand,Raw Material,Low,2024-08-21,2024-09-07,452,8.04,3634.08,COD,Sea,2260.0,11.9,99.0,3,0,2024-09-04,-3,Complete,0
PO-2024-002075,SUP-047,Supplier Generic 47,China,Packaging,Medium,2024-11-23,2024-12-07,56,9.33,522.48,Net 60,Sea,3134.3,11.1,49.4,7,1,2024-12-05,-2,Complete,0
PO-2024-001483,SUP-029,Supplier Generic 29,Indonesia,Packaging,Low,2024-11-22,2024-12-01,356,12.25,4361.0,Net 30,Land,306.5,8.5,40.0,7,1,2024-11-28,-3,Complete,0
PO-2024-000028,SUP-014,Chennai Steel Works,south korea,Raw Material,Low,2024-11-26,2024-12-24,703,4.35,3058.05,Net 30,Sea,5182.1,22.9,73.9,3,1,2024-12-22,-2,Complete,0
PO-2024-000148,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Medium,2024-03-05,2024-03-07,986,8.94,8814.84,Net 30,Courier,376.8,2.9,79.9,6,1,2024-03-06,-1,Complete,0
PO-2024-000660,SUP-048,Supplier Generic 48,Indonesia,Raw Material,Low,2024-07-17,2024-07-24,3382,5.26,17789.32,Net 60,Land,398.4,5.9,96.4,1,0,2024-07-23,-1,Complete,0
PO-2024-001536,SUP-028,Supplier Generic 28,Indonesia,Packaging,Medium,2024-12-20,2024-12-22,543,13.16,7145.88,Net 60,Courier,376.3,4.4,83.4,6,1,2025-01-05,14,Complete,1
PO-2024-001972,SUP-029,Supplier Generic 29,indonesia,Packaging,Low,2024-12-30,2025-01-07,463,11.69,5412.47,Net 30,Courier,326.3,8.5,40.0,8,1,2025-01-18,11,Complete,1
PO-2024-000650,SUP-001,PT Sinar Logam Jaya,South Korea,Component,Low,2024-12-14,2025-01-05,2374,6.18,14671.32,Net 30,Sea,5025.0,18.3,85.9,2,1,2025-01-02,-3,Complete,0
PO-2024-000869,SUP-032,Supplier Generic 32,India,Packaging,Medium,2024-12-19,2025-01-15,7428,8.0,59424.0,Net 30,Sea,5820.0,19.2,90.1,5,1,2025-01-12,-3,Complete,0
PO-2024-000891,SUP-008,Shenzhen Precision Metals,South Korea,Packaging,Low,2024-08-05,2024-08-23,569,8.59,4887.71,COD,Sea,4747.7,14.4,61.0,6,0,2024-08-21,-2,Complete,0
PO-2024-001785,SUP-035,Supplier Generic 35,China,Raw Material,Low,2024-12-15,2024-12-30,673,35.85,24127.05,Net 60,Air,3512.4,14.5,80.7,4,1,2025-01-07,8,Complete,1
PO-2024-001022,SUP-005,PT Anugerah Kemasan,Indonesia,Raw Material,Medium,2024-03-30,2024-04-01,329,27.55,9063.95,COD,Courier,348.8,2.0,98.1,4,1,2024-03-29,-3,Complete,0
PO-2024-001797,SUP-049,Supplier Generic 49,Japan,Component,High,2024-08-23,2024-09-08,237,8.05,1907.85,Net 30,Air,5793.6,20.2,40.0,3,0,2024-09-09,1,Complete,1
PO-2024-001908,SUP-047,Supplier Generic 47,China,MRO,Low,2024-06-12,2024-06-30,2350,10.77,25309.5,Net 30,Sea ,3153.8,11.1,49.4,11,0,2024-07-11,11,Complete,1
PO-2024-001664,SUP-033,Supplier Generic 33,China,Packaging,Low,2024-01-05,2024-01-15,2144,8.51,18245.44,COD,Air,3859.9,13.3,81.7,6,0,2024-01-14,-1,Complete,0
PO-2024-000598,SUP-043,Supplier Generic 43,Japan,Component,Medium,2024-01-04,2024-01-30,152,9.84,1495.68,COD,Sea,5884.7,18.0,63.2,7,0,2024-01-27,-3,Complete,0
PO-2024-000091,SUP-028,Supplier Generic 28,Indonesia,Raw Material,Medium,2024-05-30,2024-06-01,238,27.48,6540.24,Net 60,Land,366.3,4.4,83.4,7,0,2024-05-30,-2,Complete,0
PO-2024-001744,SUP-003,PT Baja Presisi Indonesia,Thailand,Packaging,Low,2024-02-06,2024-02-24,1850,28.38,52503.0,Net 60,Sea,1932.9,14.9,78.5,6,0,2024-02-22,-2,Complete,0
